宝盛北里三居室，高楼层，电梯直达，满五年唯一,宝盛北里,清河,3室1厅 ,140.25, 南 北 , 精装 ,9, 2004年 , 板楼,89, 3个月以前发布,9600000.0,"68,450元/平",VR房源 房本满五年 
清河君安家园东区明卫三居室 精装修 商品房,君安家园东区,清河,3室1厅 ,143.76, 南 北 , 精装 ,19, 2005年 , 塔楼,45, 一年前发布,10060000.0,"69,978元/平",VR房源 房本满五年 
学府树家园四区 正对小区花园  视野彩光好 安静不临街,橡树湾四期,清河,3室2厅 ,177.64, 南 北 , 精装 ,25, 2014年 , 板塔结合,53, 一年前发布,26650000.0,"150,023元/平",VR看装修 房本满两年 
橡树湾四期正规四居室 正对小区花园 无遮挡 采光好,橡树湾四期,清河,4室2厅 ,191.51, 南 北 , 精装 ,25, 2014年 , 板塔结合,23, 6个月以前发布,25880000.0,"135,137元/平",VR看装修 房本满五年 
莱圳家园 南北通透三居 视野好采光好,莱圳家园,清河,3室2厅 ,114.53, 南 北 , 简装 ,18, 2009年 , 板楼,62, 5个月以前发布,11000000.0,"96,045元/平",VR看装修 房本满五年 
橡树湾五期（萬橡府）观景高层四居 开发商精装,橡树湾五期,清河,4室2厅 ,238.69, 南 北 , 精装 ,22, 2018年 , 板楼,27, 5个月以前发布,35890000.0,"150,363元/平",VR看装修 房本满五年 
普通住宅 ，明厨明卫，有电梯，稳定签约，看房方便,芳清园,清河,3室1厅 ,142.51, 东南 北 , 其他 ,6, 2007年 , 板楼,43, 5个月以前发布,11480000.0,"80,556元/平",近地铁 VR房源 房本满五年 随时看房 
橡树湾二期优质小两居，满五唯一，格局好,橡树湾二期,清河,2室1厅 ,72.6, 东 , 精装 ,22, 2008年 , 板塔结合,48, 11个月以前发布,9000000.0,"123,967元/平",近地铁 VR看装修 房本满五年 
假期可看 怡清园，近地铁，带电梯大两居,怡清园,清河,2室1厅 ,111.11, 西 , 精装 ,15, 2003年 , 板塔结合,19, 4个月以前发布,6400000.0,"57,601元/平",近地铁 VR房源 房本满五年 
高得房率 25万精装修 小区中间位置 全新拎包入住,世华龙樾一期西区,清河,2室1厅 ,78.05, 南 北 , 精装 ,11, 2018年 , 板楼,20, 1个月以前发布,6980000.0,"89,430元/平",近地铁 VR看装修 随时看房 
毛纺厂南小区 南北通透 明厅 精装修,毛纺厂南小区,清河,2室1厅 ,63.1, 南 北 , 其他 ,6, 1987年 , 板楼,13, 2个月以前发布,4500000.0,"71,316元/平",近地铁 VR看装修 房本满五年 
前屯路满5年唯一，自住精装修，产权清晰，南北通透,前屯路58号院,清河,2室1厅 ,56.4, 南 北 , 精装 ,6, 1989年 , 板楼,23, 1个月以前发布,3680000.0,"65,249元/平",VR看装修 房本满五年 
永泰东里 正规南向 精装修 中间层一居诚心卖,永泰东里,清河,1室1厅 ,48.1, 南 , 精装 ,6, 1994年 , 板楼,17, 3个月以前发布,3350000.0,"69,647元/平",近地铁 VR看装修 房本满五年 随时看房 
莱圳家园带阳台一居室 正南向 观景房,莱圳家园,清河,1室1厅 ,67.73, 南 , 精装 ,18, 2009年 , 板楼,26, 1个月以前发布,5600000.0,"82,682元/平",近地铁 VR看装修 房本满两年 
南北通透，楼层高，视野好，首套契税1%,清缘里中区,清河,2室1厅 ,45.54, 南 北 , 简装 ,10, 1998年 , 板楼,72, 2个月以前发布,3300000.0,"72,464元/平",VR看装修 随时看房 
新上！新上！海淀清河永泰园南北通透正规两居室,永泰园,清河,2室1厅 ,71.96, 南 北 , 简装 ,6, 1999年 , 板楼,44, 1个月以前发布,4580000.0,"63,647元/平",近地铁 VR看装修 房本满五年 随时看房 
橡树湾二期  低密度洋房 精装修 位置安静 保养好,橡树湾二期,清河,4室1厅 ,210.34, 南 北 , 精装 ,9, 2008年 , 板楼,16, 5个月以前发布,27000000.0,"128,364元/平",近地铁 房本满五年 
世华龙樾一期东区 南北通透 一层下跃户型 满五唯一,世华龙樾一期东区,清河,3室2厅 ,146.76, 南 北 , 简装 ,18, 2014年 , 板楼,17, 3个月以前发布,17800000.0,"121,287元/平",近地铁 VR房源 房本满五年 随时看房 
世华龙樾三期 上跃 低密度板楼 小区安静 诚售,世华龙樾三期,清河,5室2厅 ,139.71, 南 北 , 精装 ,6, 2017年 , 板楼,8, 3个月以前发布,23800000.0,"170,353元/平",近地铁 VR房源 房本满五年 
强佑清河新城府学上院眼睛户型三居室,强佑清河新城府学上院,清河,3室1厅 ,128.27, 东南 , 精装 ,27, 2009年 , 板塔结合,11, 3个月以前发布,11860000.0,"92,462元/平",VR看装修 房本满五年 随时看房 
莱圳家园正规大二居，南北通透，精装修，地铁西小口近,莱圳家园,清河,2室1厅 ,97.86, 南 北 , 精装 ,19, 2009年 , 板塔结合,26, 3个月以前发布,8990000.0,"91,866元/平",近地铁 VR看装修 房本满两年 
海淀安宁庄 经典复式  南北通透 满五唯一 诚心出售,阳光南里,清河,4室1厅 ,95.1, 南 北 , 简装 ,6, 1998年 , 板楼,9, 3个月以前发布,5990000.0,"62,987元/平",近地铁 VR房源 房本满五年 
芳清园 精装修 不临街 采光充足 带电梯,芳清园,清河,2室1厅 ,68.22, 东 , 精装 ,9, 2007年 , 板楼,18, 3个月以前发布,5600000.0,"82,088元/平",VR房源 房本满两年 
金隅美和园 东西通透三居室 满五唯一 诚意出售,金隅美和园,清河,3室1厅 ,77.47, 东 西 , 精装 ,9, 2008年 , 板楼,30, 3个月以前发布,6500000.0,"83,904元/平",VR看装修 房本满五年 
精装修 地铁永泰庄 满五年唯一 诚心出售 公园,怡清园,清河,3室2厅 ,148.19, 南 北 , 其他 ,6, 2003年 , 板楼,7, 8个月以前发布,9100000.0,"61,408元/平",近地铁 VR房源 房本满五年 
中间位置 次顶层 满五年唯一 精装装修 随时可看,观林园,清河,2室2厅 ,141.32, 南 北 , 精装 ,6, 2011年 , 板楼,18, 11个月以前发布,13500000.0,"95,528元/平",VR看装修 房本满五年 
清缘里中区南北通透两居室，满五年唯一，靠谱签约。,清缘里中区,清河,3室1厅 ,76.44, 南 北 , 精装 ,10, 1998年 , 板楼,20, 7个月以前发布,5690000.0,"74,438元/平",VR看装修 房本满五年 
清缘里中区经典三居室，欢迎来访,清缘里中区,清河,3室2厅 ,112.91, 南 北 , 简装 ,10, 1999年 , 板楼,147, 一年前发布,7500000.0,"66,425元/平",近地铁 VR房源 房本满五年 
永泰园 4室2厅 南 北,永泰园,清河,4室2厅 ,137.68, 南 北 , 其他 ,6, 2002年 , 板楼,11, 7个月以前发布,8690000.0,"63,118元/平",近地铁 VR房源 房本满五年 
清河花园新区 临河观景 业主诚意出售,花园新区,清河,2室2厅 ,121.89, 东 南 , 简装 ,19, 2010年 , 塔楼,109, 一年前发布,6500000.0,"53,327元/平",VR看装修 房本满两年 
世华龙樾二期 南北通透三居室 精装修业主自己住,世华龙樾二期,清河,3室2厅 ,141.09, 南 北 , 精装 ,9, 2015年 , 板楼,11, 3个月以前发布,21500000.0,"152,386元/平",近地铁 VR看装修 房本满五年 
华润的品质商品房产品系*萬橡府，改善换房值得一看,橡树湾五期,清河,3室2厅 ,144.37, 南 北 , 精装 ,16, 2016年 , 板楼,21, 8个月以前发布,23500000.0,"162,777元/平",VR看装修 房本满五年 
世华龙樾四期宽景四居  新装修  拎包入住,世华龙樾四期,清河,4室3厅 ,331.18, 东 南 北 , 精装 ,6, 2019年 , 板楼,36, 7个月以前发布,45000000.0,"135,878元/平",近地铁 VR看装修 房本满两年 
橡树湾二期 复式4居室 分区明确 视野开阔 采光充足,橡树湾二期,清河,4室1厅 ,90.1, 东南 , 精装 ,11, 2009年 , 板塔结合,17, 4个月以前发布,13900000.0,"154,274元/平",近地铁 VR房源 房本满五年 
信息学院家属楼 南北通透三居 中间层,信息学院家属楼,清河,3室1厅 ,89.0, 南 北 , 简装 ,6, 1986年 , 板楼,5, 6个月以前发布,6990000.0,"78,540元/平",近地铁 VR看装修 房本满五年 
海淀清河  观景园 2010年社区  满五唯一 有电梯,观景园,清河,4室2厅 ,180.14, 东 南 北 , 精装 ,6, 2008年 , 板楼,130, 一年前发布,14990000.0,"83,214元/平",VR看装修 房本满五年 
宝盛里 全南向 经典一居室 中间层 满五唯一,宝盛里,清河,1室1厅 ,55.5, 南 , 简装 ,6, 1998年 , 板楼,11, 4个月以前发布,3950000.0,"71,172元/平",VR看装修 房本满两年 
621小区 满五唯一  正规两居室 全南向采光充足,621小区,清河,2室1厅 ,53.6, 南 , 简装 ,5, 1984年 , 板楼,6, 4个月以前发布,5070000.0,"94,590元/平",近地铁 VR房源 房本满五年 
小营东路5号院 2室1厅 南 北,小营东路5号院,清河,2室1厅 ,48.6, 南 北 , 简装 ,4, 1970年 , 板楼,8, 4个月以前发布,3390000.0,"69,754元/平",近地铁 VR看装修 房本满五年 
双地铁 永泰西里 8号线 昌平南延线,永泰西里,清河,2室1厅 ,57.34, 东 西 , 简装 ,6, 1998年 , 板楼,1, 3个月以前发布,4700000.0,"81,968元/平",近地铁 VR房源 房本满五年 
满五年唯一 南北两居 人车分流 交通便利 业主诚售,世华龙樾一期西区,清河,2室1厅 ,76.41, 南 北 , 简装 ,18, 2014年 , 板楼,23, 4个月以前发布,7520000.0,"98,417元/平",VR房源 房本满五年 
橡树湾三期 4室2厅 东南,橡树湾三期,清河,4室2厅 ,99.98, 东南 , 简装 ,23, 2011年 , 板塔结合,5, 3个月以前发布,15600000.0,"156,032元/平",近地铁 VR房源 房本满五年 随时看房 
清河宝盛里  南北通透 可当三居使用 满五唯一商品房,宝盛里,清河,2室2厅 ,101.82, 南 北 , 简装 ,6, 2000年 , 板楼,28, 4个月以前发布,6800000.0,"66,785元/平",VR房源 房本满五年 
海淀产权 满五唯一 采光充足 视野好,观澳园,清河,2室1厅 ,84.4, 南 西 , 简装 ,5, 2005年 , 板楼,22, 3个月以前发布,6900000.0,"81,754元/平",VR看装修 房本满五年 
观澳园西南向两居，带电梯，采光好，无遮挡,观澳园,清河,2室1厅 ,89.8, 西南 , 其他 ,9, 2006年 , 板楼,30, 4个月以前发布,6500000.0,"72,384元/平",VR看装修 房本满五年 
永泰园大四居全南向，带电梯，诚心卖。,永泰园新地标,清河,4室2厅 ,176.02, 南 , 简装 ,31, 2002年 , 塔楼,18, 4个月以前发布,11500000.0,"65,334元/平",近地铁 VR看装修 房本满五年 
橡树湾二期精装洋房 双卧朝南 位置安静 业主诚意出售,橡树湾二期,清河,4室2厅 ,175.36, 东 南 北 , 精装 ,6, 2007年 , 板楼,44, 一年前发布,22900000.0,"130,589元/平",近地铁 VR看装修 房本满五年 
砂轮厂宿舍 2室2厅 南,砂轮厂宿舍,清河,2室2厅 ,99.95, 南 , 简装 ,7, 1999年 , 板楼,0, 5个月以前发布,6600000.0,"66,034元/平",近地铁 VR房源 房本满五年 
宝盛里优势复式 全明格局 四居室,宝盛里,清河,5室2厅 ,152.2, 东 南 北 , 精装 ,6, 1998年 , 板楼,36, 一年前发布,7980000.0,"52,432元/平",VR房源 房本满五年 
高楼层 采光好 南北向 通透舒适 正规四居室 诚意出售,橡树湾二期,清河,4室1厅 ,143.53, 南 北 , 简装 ,15, 2009年 , 板塔结合,48, 6个月以前发布,17800000.0,"124,016元/平",近地铁 VR看装修 房本满五年 
宝盛里观林园 精装大两居 双通透 落地阳台 视野好,观林园,清河,2室2厅 ,95.92, 南 北 , 精装 ,6, 2008年 , 板楼,18, 5个月以前发布,8460000.0,"88,199元/平",VR看装修 房本满五年 
四期 二次精装 主力两居室 看房方便 业主急售 仅契税,橡树湾四期,清河,2室1厅 ,99.74, 西南 , 精装 ,25, 2014年 , 板塔结合,15, 5个月以前发布,13700000.0,"137,358元/平",VR看装修 房本满五年 随时看房 
美和园西区低楼层两居，楼间距大有采光，出入方便。,金隅美和园,清河,2室1厅 ,84.02, 南 北 , 简装 ,9, 2009年 , 板楼,115, 一年前发布,6050000.0,"72,007元/平",近地铁 VR看装修 房本满五年 随时看房 
宝盛里观景园，户型方正，使用率高靠谱出售，稳定签约,观景园,清河,2室1厅 ,93.79, 东 西 , 简装 ,6, 2011年 , 板楼,6, 一年前发布,7990000.0,"85,191元/平",VR看装修 房本满两年 随时看房 
满五年唯一，商品房，南北通透，双卫生间，业主诚心签,清缘里中区,清河,3室2厅 ,134.64, 南 北 , 简装 ,10, 2002年 , 板楼,244, 11个月以前发布,7800000.0,"57,933元/平",近地铁 VR看装修 房本满五年 随时看房 
亮！！！次顶层明厅两居 西户采光好 看房随时,永泰庄甲6号院,清河,2室1厅 ,63.6, 南 西 北 , 简装 ,6, 1986年 , 板楼,12, 4个月以前发布,4550000.0,"71,541元/平",近地铁 VR看装修 房本满五年 随时看房 
海淀产权   仅契税 有电梯 低密度板楼,芳清园,清河,2室1厅 ,106.79, 东 西 , 简装 ,9, 2007年 , 板楼,108, 5个月以前发布,8560000.0,"80,158元/平",VR看装修 房本满两年 随时看房 
海淀产权 观澳园小区06年社区，近奥森公园,观澳园,清河,2室1厅 ,84.45, 南 西 , 精装 ,5, 2005年 , 板楼,37, 5个月以前发布,6290000.0,"74,482元/平",VR看装修 房本满五年 随时看房 
阳光南里 南北四居复式 满五唯一 临近清河小营桥地铁,阳光南里,清河,4室1厅 ,119.7, 南 北 , 简装 ,6, 1996年 , 板楼,76, 一年前发布,5550000.0,"46,366元/平",近地铁 VR房源 房本满五年 随时看房 
清缘东里电梯直达两居室，满五唯一,清缘东里,清河,2室1厅 ,85.84, 东 北 , 简装 ,19, 2003年 , 塔楼,50, 4个月以前发布,5880000.0,"68,500元/平",近地铁 VR看装修 房本满五年 随时看房 
燕清源，满五年唯一住宅，稳定出售,燕清源,清河,3室2厅 ,127.77, 西南 北 , 精装 ,28, 2005年 , 板塔结合,13, 11个月以前发布,11300000.0,"88,441元/平",VR看装修 房本满五年 
莱圳家园 满五年唯一 南北通透 带电梯,莱圳家园,清河,2室1厅 ,97.86, 南 北 , 精装 ,19, 2007年 , 板塔结合,20, 5个月以前发布,9900000.0,"101,165元/平",近地铁 VR看装修 房本满五年 
北五环，一居室配套齐全，居家好房子，业主诚心卖，,水木天成,清河,2室1厅 ,67.37, 西北 , 简装 ,20, 2005年 , 板楼,19, 4个月以前发布,5250000.0,"77,928元/平",近地铁 VR看装修 房本满五年 
清河永泰东里 满五年成本价 购房成本低 中间层,永泰东里,清河,2室1厅 ,59.61, 南 北 , 简装 ,6, 1994年 , 板楼,58, 一年前发布,4950000.0,"83,040元/平",近地铁 VR看装修 房本满五年 随时看房 
清缘里区 南北向大两居 电梯直达 业主诚心出售,清缘里中区,清河,2室1厅 ,99.09, 南 北 , 简装 ,13, 1999年 , 板塔结合,18, 6个月以前发布,6300000.0,"63,579元/平",近地铁 VR房源 房本满五年 
清河 明厅 南北通透 两居室  满五年唯一,永泰园,清河,2室1厅 ,69.3, 南 北 , 简装 ,5, 1993年 , 板楼,31, 一年前发布,4900000.0,"70,708元/平",近地铁 VR看装修 房本满五年 随时看房 
两个阳台都朝南 格局方正 永泰东里，中间层满五唯一,永泰东里,清河,2室1厅 ,64.57, 南 北 , 简装 ,6, 1996年 , 板楼,26, 一年前发布,5060000.0,"78,365元/平",VR看装修 房本满五年 随时看房 
清缘里小区南北通透 前后无遮挡 满五年唯一成本价,清缘里中区,清河,2室1厅 ,71.56, 南 北 , 精装 ,10, 1998年 , 板楼,33, 5个月以前发布,5450000.0,"76,160元/平",VR看装修 房本满五年 随时看房 
临河观景，满五成本价，钢混结构，斜顶结构,清缘里中区,清河,1室1厅 ,88.75, 南 北 , 精装 ,10, 2000年 , 板楼,32, 10个月以前发布,6000000.0,"67,606元/平",近地铁 VR看装修 房本满五年 随时看房 
毛南小区 楼龄新 楼层低适合老人 使用面积大,毛纺厂南小区,清河,2室1厅 ,59.5, 南 北 , 简装 ,6, 1994年 , 板楼,15, 10个月以前发布,4850000.0,"81,513元/平",VR看装修 房本满两年 随时看房 
宝盛里中间层，业主18年装修的，中间楼层，诚售可谈,宝盛里,清河,1室1厅 ,57.24, 东 西 , 精装 ,5, 2000年 , 板楼,1, 6个月以前发布,4100000.0,"71,629元/平",VR房源 房本满两年 随时看房 
621小区 3室1厅 南 北,621小区,清河,3室1厅 ,72.0, 南 北 , 其他 ,6, 1988年 , 板楼,7, 10个月以前发布,7780000.0,"108,056元/平",近地铁 VR看装修 房本满五年 随时看房 
世华龙樾四期 宽厅大四居 全明格局 一梯一户,世华龙樾四期,清河,4室1厅 ,331.18, 南 北 东 , 毛坯 ,6, 2019年 , 板楼,16, 9个月以前发布,45000000.0,"135,878元/平",近地铁 VR房源 房本满两年 随时看房 
清缘东里 带电梯两居 满五年 诚心出售,清缘东里,清河,2室1厅 ,80.25, 西南 , 简装 ,13, 2004年 , 塔楼,64, 6个月以前发布,5990000.0,"74,642元/平",近地铁 VR看装修 房本满五年 随时看房 
满五年唯一，商品房，南北通透，双卫生间，业主诚心签,清缘里中区,清河,3室2厅 ,134.64, 南 北 , 简装 ,10, 2002年 , 板楼,244, 11个月以前发布,7800000.0,"57,933元/平",近地铁 VR看装修 房本满五年 随时看房 
永泰园南向大一居无遮挡中间层采光好随时看,永泰园,清河,2室1厅 ,61.9, 南 , 简装 ,6, 1998年 , 板楼,39, 10个月以前发布,4100000.0,"66,236元/平",近地铁 VR看装修 房本满五年 随时看房 
永泰园西区新上二居室，满五年唯一，楼龄新,永泰园,清河,2室1厅 ,70.69, 东 西 , 其他 ,6, 2002年 , 板楼,12, 4个月以前发布,4980000.0,"70,449元/平",近地铁 VR房源 房本满五年 
观景园小区 东西通透  中间层  看房方便,观景园,清河,2室1厅 ,93.79, 东 西 , 精装 ,6, 2011年 , 板楼,3, 9个月以前发布,8300000.0,"88,496元/平",VR看装修 房本满两年 
