东城区二环内 天坛北门 桥湾地铁站 金鱼池西区南北2居,金鱼池西区,天坛,2室1厅 ,61.85, 南 北 , 精装 ,5, 2002年 , 板楼,56, 3个月以前发布,6050000.0,"97,818元/平",近地铁 VR房源 房本满五年 随时看房 
东城区 景泰西里西区 东西通透两居室 无遮挡 采光好,景泰西里西区,永定门,2室1厅 ,90.7, 东 西 , 精装 ,11, 2005年 , 板塔结合,14, 5个月以前发布,6900000.0,"76,075元/平",VR房源 房本满五年 随时看房 
火桥北里 新上小两居 诚心卖 随时签约,火桥北里,左安门,2室1厅 ,54.33, 东 西 , 简装 ,6, 1984年 , 板楼,11, 8个月以前发布,4220000.0,"77,674元/平",VR房源 房本满五年 
北二环三居室 南北通透 有车位  地坛公园,雍和家园一期,和平里,3室1厅 ,179.48, 南 北 , 精装 ,16, 2001年 , 塔楼,214, 4个月以前发布,20800000.0,"115,891元/平",近地铁 VR房源 随时看房 
房子满五年  南北通透 中间楼层  采光好 看房方便,富贵园一区,东花市,2室1厅 ,87.09, 南 北 , 简装 ,9, 2004年 , 板楼,45, 一年前发布,12800000.0,"146,975元/平",VR看装修 房本满五年 
东城区 景泰西里西区 朝南正规一居室 安静不临街,景泰西里西区,永定门,1室1厅 ,61.02, 南 , 简装 ,9, 2005年 , 板塔结合,17,13,4430000.0,"72,600元/平",近地铁 VR房源 房本满五年 随时看房 
崇文门 广渠门 东花市东南正规两居室 业主急售,富贵园二区,东花市,2室1厅 ,80.83, 东 南 , 精装 ,18, 2003年 , 塔楼,11,17,7150000.0,"88,458元/平",VR看装修 房本满两年 
青年湖北里  婚房装修  电梯房 1999年建 明厨明卫明厅,青年湖北里,安定门,2室1厅 ,78.48, 东 北 西 , 精装 ,18, 1999年 , 塔楼,10, 1个月以前发布,8300000.0,"105,760元/平",近地铁 VR看装修 房本满两年 
中间楼层 南北通透 不临街 精装修拎包入住 购房成本低,南岗子,崇文门,2室1厅 ,57.87, 南 北 , 精装 ,6, 1988年 , 板楼,4,10,5950000.0,"102,817元/平",近地铁 VR房源 房本满五年 随时看房 
东直门总成本低价三居 有环境 有车位,东直门外斜街,东直门,3室1厅 ,65.42, 南 西 北 , 简装 ,16, 1988年 , 塔楼,23,17,6000000.0,"91,716元/平",VR房源 随时看房 
东方银座 3室2厅 东 北,东方银座,东直门,3室2厅 ,138.64, 东 北 , 简装 ,26, 2003年 , 塔楼,10, 1个月以前发布,11600000.0,"83,670元/平",VR房源 房本满五年 随时看房 
京宝花园 东城安定门 电梯住宅,京宝花园,安定门,1室1厅 ,76.17, 东 , 精装 ,12, 1994年 , 板楼,14, 1个月以前发布,4500000.0,"59,079元/平",VR看装修 房本满五年 
东城区崇文门前门东大街东南向电梯直达两居室,前门东大街,前门,2室1厅 ,56.35, 东南 , 简装 ,16, 1979年 , 板楼,10, 1个月以前发布,5600000.0,"99,379元/平",近地铁 VR看装修 房本满五年 
广渠门桥 忠实里南街 朝东两居室,忠实里,广渠门,2室1厅 ,61.59, 东 , 精装 ,14, 1980年 , 板塔结合,22, 1个月以前发布,5680000.0,"92,223元/平",VR房源 
南北通透 精装修 中间楼层 采光好 业主诚心卖,柏林寺西,和平里,2室1厅 ,60.68, 南 北 西 , 精装 ,6, 1994年 , 板楼,43, 1个月以前发布,7420000.0,"122,281元/平",近地铁 VR看装修 房本满两年 随时看房 
东直门南大街 2室1厅 南 北,东直门南大街,东直门,2室1厅 ,67.84, 南 北 , 简装 ,18, 1990年 , 板塔结合,5, 1个月以前发布,6380000.0,"94,045元/平",近地铁 VR房源 房本满五年 随时看房 
商品房，楼层高，视野采光好，房子空置，看房有钥匙。,六铺炕,安定门,2室1厅 ,54.99, 东 , 简装 ,16, 1992年 , 塔楼,7, 2个月以前发布,6700000.0,"121,841元/平",近地铁 VR看装修 随时看房 
景泰西里西区 南北8层 商品房 同满五唯一精装修  诚心,景泰西里西区,永定门,2室1厅 ,88.66, 南 北 , 精装 ,9, 2005年 , 板塔结合,39, 2个月以前发布,7080000.0,"79,856元/平",近地铁 VR看装修 房本满两年 随时看房 
东交民巷 商务部家属院 南北 三居室，满五唯一 中间层,东交民巷11号院,前门,3室1厅 ,84.15, 南 北 , 精装 ,6, 1984年 , 板楼,14, 2个月以前发布,9990000.0,"118,717元/平",近地铁 VR看装修 房本满五年 
本家润园C区  楼下地铁  满五唯一  诚心出售,本家润园C区,东花市,1室1厅 ,46.93, 北 , 其他 ,18, 2005年 , 板塔结合,13, 7个月以前发布,5390000.0,"114,852元/平",VR看装修 房本满五年 
东城区 2001年商品房 满五唯一 全明格局 视野开阔,富莱茵花园,永定门,2室1厅 ,119.58, 西 北 , 精装 ,21, 2001年 , 塔楼,96, 一年前发布,8050000.0,"67,319元/平",近地铁 VR看装修 房本满五年 
金世纪嘉园 高层 东南两居室  带电梯,金世纪嘉园,广渠门,2室1厅 ,75.74, 东南 , 精装 ,21, 2005年 , 塔楼,87, 一年前发布,7200000.0,"95,063元/平",近地铁 VR看装修 房本满五年 
东城 海运仓小区 南北东三居 板楼 中间层 没有遮挡,海运仓小区,东直门,3室1厅 ,83.85, 东南 , 精装 ,7, 2002年 , 板楼,64, 10个月以前发布,10950000.0,"130,591元/平",VR看装修 房本满五年 
天坛西里东区  1999年建成  低楼层无遮挡,天坛西里东区,天坛,3室2厅 ,102.07, 南 北 , 简装 ,6, 1999年 , 板楼,30, 5个月以前发布,9800000.0,"96,013元/平",近地铁 VR看装修 房本满五年 
新世界家园 东南北三居 满五唯一 双明卫,新世界家园,崇文门,3室1厅 ,143.62, 东南 北 , 其他 ,10, 2001年 , 板楼,40, 一年前发布,19800000.0,"137,864元/平",VR看装修 房本满五年 
东城区【火桥北里】东西通透满五年唯一中间层2居,火桥北里,左安门,2室1厅 ,55.0, 东 西 , 简装 ,6, 1984年 , 板楼,48, 6个月以前发布,4280000.0,"77,819元/平",VR看装修 房本满五年 
国瑞城中区东南把边三居，南侧无遮挡，采光好满五唯一,国瑞城中区,崇文门,3室1厅 ,90.31, 西南 , 简装 ,16, 2006年 , 板塔结合,98, 4个月以前发布,9950000.0,"110,177元/平",近地铁 VR看装修 房本满五年 随时看房 
此房属于成本价房，全南两居室，楼层高采光好,崇文门东大街,崇文门,2室1厅 ,55.1, 南 , 精装 ,14, 1980年 , 板楼,34, 4个月以前发布,5800000.0,"105,264元/平",近地铁 VR看装修 房本满两年 
落地窗采光好 2008年建成楼龄新 纯商品房小区管理好,北京上舍,广渠门,2室1厅 ,63.25, 西 , 精装 ,15, 2008年 , 塔楼,46, 5个月以前发布,6490000.0,"102,609元/平",VR房源 房本满五年 随时看房 
东城区鸿运花园二环里6层板楼有电梯诚意出售,鸿运花园,左安门,3室2厅 ,164.08, 南 北 , 精装 ,6, 1996年 , 板楼,46, 9个月以前发布,16000000.0,"97,514元/平",近地铁 VR看装修 房本满五年 
天坛东门 南岗子 南北三居 高楼层 采光视野好,南岗子,崇文门,3室1厅 ,68.71, 南 北 , 简装 ,6, 1981年 , 板楼,17, 5个月以前发布,5980000.0,"87,033元/平",VR房源 房本满五年 随时看房 
东城区 东革新里40号院 满五年唯一不临街南北通透二层,东革新里40号院,永定门,2室1厅 ,58.03, 南 北 , 简装 ,6, 1983年 , 板楼,37, 4个月以前发布,4290000.0,"73,928元/平",近地铁 VR房源 房本满五年 
精装两居室 采光好 中间楼层 诚心出售 满五年,和平新城一期,和平里,2室1厅 ,109.38, 南 东 , 精装 ,19, 2003年 , 板塔结合,11, 2个月以前发布,14500000.0,"132,566元/平",近地铁 VR房源 房本满五年 
南水关  楼龄1989年  带电梯  满五唯一,南水关,广渠门,3室1厅 ,77.24, 南 北 , 精装 ,14, 1989年 , 板塔结合,56, 3个月以前发布,7250000.0,"93,864元/平",近地铁 VR看装修 房本满五年 
大羊宜宾胡同35号院 南北通透 两居室 采光好,大羊宜宾胡同35号院,建国门内,2室1厅 ,57.65, 南 北 , 精装 ,6, 1988年 , 板楼,15, 1个月以前发布,5980000.0,"103,730元/平",VR看装修 房本满五年 
和平里一区精装修全南三居室，视野好，拎包入住,和平里一区,和平里,3室1厅 ,69.08, 南 , 精装 ,11, 1990年 , 板楼,25,11,7580000.0,"109,728元/平",近地铁 VR房源 房本满五年 
万国城MOMA 高层观景三居，户型方正，位置安静,万国城MOMA,东直门,3室2厅 ,140.06, 东北 , 精装 ,26, 2004年 , 塔楼,10,17,17900000.0,"127,803元/平",VR房源 房本满五年 
此房满五年唯一，部长楼南北平层，一梯一户视野开阔,东后河沿,崇文门,5室2厅 ,250.08, 南 北 , 精装 ,11, 1999年 , 板楼,25,22,25800000.0,"103,167元/平",VR看装修 房本满五年 
位于青年湖南门安德路社区，低楼层全明格局，车位充足,安德路55号院,安定门,2室1厅 ,57.87, 南 东 西 , 简装 ,6, 1985年 , 板楼,0,4,6350000.0,"109,729元/平",近地铁 VR房源 
幸福南里 东南向 两居室 视野开阔,幸福南里,广渠门,2室1厅 ,55.05, 东南 , 简装 ,6, 1980年 , 板楼,7,12,5200000.0,"94,460元/平",近地铁 VR看装修 随时看房 
什锦花园胡同  H户型 南北通透,什锦花园胡同,东四,2室1厅 ,76.19, 南 北 , 其他 ,10, 2003年 , 板楼,36, 2个月以前发布,10900000.0,"143,064元/平",近地铁 VR看装修 
满五唯一 商品房 正规三居室两卫,金世纪嘉园,广渠门,3室2厅 ,155.47, 西南 , 精装 ,21, 2003年 , 塔楼,11, 1个月以前发布,13600000.0,"87,477元/平",VR看装修 房本满五年 
满五年唯一，中间位置户型好，视野开阔采光充足，少出,新景家园东区,崇文门,3室1厅 ,92.82, 南 , 精装 ,13, 2004年 , 板塔结合,29, 1个月以前发布,11800000.0,"127,128元/平",近地铁 VR看装修 房本满五年 
左安浦园小区 东向大1居 格局方正 无浪费,左安浦园,左安门,1室1厅 ,67.94, 东 , 精装 ,18, 2004年 , 板楼,4,3,5570000.0,"81,985元/平",VR看装修 房本满五年 
总监推荐 东四十条甲100号院 全南无遮挡 可停车,东四十条甲100号院,东四,2室1厅 ,47.66, 南 , 精装 ,16, 1990年 , 塔楼,14, 1个月以前发布,5680000.0,"119,178元/平",近地铁 VR看装修 房本满五年 随时看房 
2005年小区，朝南向，带电梯，近地铁,景泰西里西区,永定门,1室1厅 ,60.29, 南 , 精装 ,10, 2005年 , 板塔结合,19, 1个月以前发布,4500000.0,"74,640元/平",近地铁 VR看装修 房本满两年 随时看房 
新上东城 天坛南带电梯精装两居 双阳台不临街,景泰东里,蒲黄榆,2室1厅 ,67.11, 东 西 , 精装 ,9, 1994年 , 板塔结合,21,12,4800000.0,"71,525元/平",近地铁 VR房源 房本满五年 
高层不临街对花园，精装拎包入住，仅契税节省购房成本,国瑞城中区,崇文门,2室1厅 ,69.33, 南 西 , 精装 ,16, 2006年 , 塔楼,10, 2个月以前发布,7850000.0,"113,227元/平",VR房源 房本满五年 
东二环内08年商品房，平行南北双通透两居室出售,天娇园,东花市,2室2厅 ,107.41, 南 北 , 简装 ,11, 2008年 , 板楼,26, 2个月以前发布,11200000.0,"104,274元/平",VR房源 房本满五年 
东向正规一居室业主诚心出售户型方正,东花市北里中区,东花市,1室1厅 ,47.72, 东 , 精装 ,6, 1990年 , 塔楼,5, 1个月以前发布,4350000.0,"91,157元/平",近地铁 VR看装修 房本满两年 
兴隆都市馨园  大2居 1层2户  落地大窗 公摊少,兴隆都市馨园,崇文门,2室1厅 ,73.74, 南 北 , 简装 ,7, 2003年 , 板楼,1,1,8000000.0,"108,490元/平",近地铁 VR房源 房本满五年 随时看房 
兴隆都市馨园 大1居 不临街 户型方正,兴隆都市馨园,崇文门,1室1厅 ,53.07, 西 , 精装 ,7, 2003年 , 板楼,9, 1个月以前发布,5200000.0,"97,984元/平",近地铁 VR房源 房本满五年 随时看房 
满五年商品房，1996年建成，交通便利，近公园，近地铁,和平里三区,和平里,1室1厅 ,40.57, 西南 , 精装 ,6, 1996年 , 板楼,8,19,5250000.0,"129,406元/平",近地铁 VR房源 房本满五年 随时看房 
当代MOMA 南北通透户型，诚意出售，看房方便,当代MOMA,东直门,3室1厅 ,304.7, 南 西 北 , 其他 ,18, 2009年 , 塔楼,4,18,30500000.0,"100,099元/平",近地铁 VR房源 房本满五年 
东直门中间楼层一居视野开阔采光充足,海运仓小区,东直门,1室1厅 ,47.84, 南 , 简装 ,7, 2002年 , 板楼,7,19,6180000.0,"129,181元/平",VR房源 房本满五年 随时看房 
聚焦好房！样板楼中高层！户型方正，视野开阔无遮挡,新景家园东区,崇文门,2室1厅 ,80.75, 东 西 , 精装 ,13, 2005年 , 板楼,20, 1个月以前发布,9700000.0,"120,124元/平",VR看装修 房本满五年 随时看房 
东直门内大街 电梯直达高层两居室 满五年 诚意出售,东直门内大街,东直门,2室1厅 ,67.99, 西 , 精装 ,16, 2002年 , 塔楼,9, 2个月以前发布,7390000.0,"108,693元/平",近地铁 VR看装修 房本满五年 
假期期间可谈可签，东城区，70年产权（住宅），楼龄新,正东国际大厦,东直门,2室1厅 ,195.06, 西 , 简装 ,10, 2004年 , 塔楼,30, 2个月以前发布,5600000.0,"28,710元/平",VR房源 随时看房 
和平里中街3号院 2室1厅 东 南,和平里中街3号院,和平里,2室1厅 ,90.16, 东 南 , 其他 ,21, 2006年 , 塔楼,4,3,10190000.0,"113,022元/平",近地铁 VR看装修 房本满两年 
左安浦园 朝南正规一居室，无遮挡，精装修,左安浦园,左安门,1室1厅 ,57.94, 东南 , 精装 ,14, 2004年 , 板楼,19,15,4950000.0,"85,434元/平",VR看装修 房本满两年 
广渠门内大街 有电梯 正规南向一居室,广渠门内大街,广渠门,1室1厅 ,49.61, 南 , 简装 ,14, 1987年 , 板楼,4,13,4580000.0,"92,321元/平",近地铁 VR看装修 
贡院六号 四居室 东南北朝向 视野开阔,贡院六号,建国门内,4室1厅 ,303.85, 东 南 北 , 精装 ,22, 2002年 , 板塔结合,13, 2个月以前发布,21170000.0,"69,673元/平",VR房源 房本满五年 随时看房 
东城区 2009年商品房 双地铁 有电梯,华龙美晟,永定门,2室1厅 ,91.44, 西北 , 简装 ,12, 2009年 , 板塔结合,7, 3个月以前发布,8100000.0,"88,583元/平",VR看装修 房本满五年 随时看房 
满五唯一 购房成本低 成本价出售,东花市北里中区,东花市,2室2厅 ,94.55, 南 北 , 简装 ,6, 1995年 , 板楼,5, 3个月以前发布,10500000.0,"111,053元/平",VR看装修 房本满五年 随时看房 
火桥北里1990年楼龄新有电梯精装2居临龙潭湖公园,火桥北里,左安门,2室1厅 ,65.77, 东 , 精装 ,9, 1992年 , 板塔结合,13, 3个月以前发布,5300000.0,"80,584元/平",VR房源 房本满两年 
培新街乙5号院  南北通透  卧室带阳台,培新街乙5号院,广渠门,2室1厅 ,115.03, 南 北 , 简装 ,16, 1999年 , 板塔结合,6, 3个月以前发布,11800000.0,"102,582元/平",VR房源 房本满五年 随时看房 
新景家园东区商品房东西三居室 视野开阔,新景家园东区,崇文门,3室1厅 ,88.45, 东 西 , 简装 ,18, 2005年 , 板楼,8, 3个月以前发布,11900000.0,"134,540元/平",VR看装修 房本满五年 
二环内 崇文门 太华公寓 70年产权 民水电 带天燃气,太华公寓,崇文门,3室2厅 ,231.85, 东 东南 , 精装 ,18, 2000年 , 塔楼,3, 3个月以前发布,14780000.0,"63,749元/平",近地铁 VR房源 房本满五年 
崇文门区域优质好房精装3居室复式拎包入住满5年唯一,东花市北里东区,东花市,3室2厅 ,94.66, 南 北 , 精装 ,5, 1991年 , 板楼,24, 3个月以前发布,9200000.0,"97,190元/平",近地铁 VR房源 房本满两年 
南二环 东城区 桃杨路北里 中间楼层 南北通透,桃杨路北里,永定门,2室1厅 ,57.3, 南 北 , 简装 ,6, 1987年 , 板楼,4, 3个月以前发布,5180000.0,"90,402元/平",VR看装修 房本满五年 随时看房 
东直门外小街10号院东城两居 中等装修随时看房 好房,东直门外小街10号院,东直门,2室1厅 ,57.49, 东 西 , 精装 ,6, 1986年 , 板楼,7, 3个月以前发布,5200000.0,"90,451元/平",VR房源 房本满两年 随时看房 
国瑞城西区朝东对花园高楼层宽视野,国瑞城西区,崇文门,1室0厅 ,61.98, 东 , 精装 ,16, 2009年 , 塔楼,7, 3个月以前发布,5000000.0,"80,672元/平",VR房源 房本满五年 随时看房 
东城区 和平里 甘水桥小区 婚装两居 采光视野好,甘水桥,和平里,2室1厅 ,58.79, 东 西 , 精装 ,14, 1988年 , 板塔结合,21, 3个月以前发布,6500000.0,"110,564元/平",近地铁 VR看装修 房本满五年 随时看房 
左安漪园 3室2厅 南 北,左安漪园,左安门,3室2厅 ,160.25, 南 北 , 简装 ,15, 2004年 , 板楼,46, 一年前发布,15700000.0,"97,972元/平",近地铁 VR房源 房本满五年 随时看房 
东二环东直门 东直门南大街双朝南两居满五年,东直门南大街,东直门,2室1厅 ,65.11, 南 北 , 精装 ,18, 1990年 , 板塔结合,7, 3个月以前发布,7900000.0,"121,334元/平",近地铁 VR房源 房本满五年 
聚焦新上！户型方正！有车位，南北通透！不临街！,新景家园东区,崇文门,2室1厅 ,74.21, 南 北 , 简装 ,17, 2004年 , 板楼,139, 2个月以前发布,7800000.0,"105,108元/平",VR房源 房本满五年 随时看房 
豆瓣全明格局大两居 高层 视野采光好,豆瓣胡同,朝阳门内,2室1厅 ,75.75, 东 西 , 简装 ,21, 2003年 , 板塔结合,3,19,9300000.0,"122,773元/平",近地铁 VR看装修 房本满五年 
1994年小区 南北通透 低楼层 前后不临街,法华南里,崇文门,2室1厅 ,73.15, 南 北 , 简装 ,6, 1994年 , 板楼,10, 1个月以前发布,6900000.0,"94,327元/平",近地铁 VR看装修 房本满五年 
天坛东路64号 2室1厅 西南,天坛东路64号,左安门,2室1厅 ,54.01, 西南 , 其他 ,6, 1980年 , 板楼,16, 2个月以前发布,4980000.0,"92,206元/平",近地铁 VR看装修 房本满五年 
安化北里2号院地铁7号线广渠门内,东方财富,广渠门,1室0厅 ,51.61, 北 , 简装 ,15, 2006年 , 塔楼,6, 2个月以前发布,4320000.0,"83,705元/平",近地铁 VR房源 房本满五年 
